Column1,Column2,Column3,Column4,Column5,Column6,Column64,Column63,Column62,Column7,Column8,Column9,Column10,Column11,Column12,,,,,a,b,,
ESPERIDIÃO AMIN,PP,SC,Titular,2019 / 2027,(61)3303-6446,(61)3303-6447,,,21/12/1947,sen.esperidiaoamin@senado.leg.br,Amaro Lucio Da Silva,SENADO FEDERAL ANEXO 2   ALA NILO COELHO PAVIMENTO TÉRREO SALA 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('ESPERIDIÃO AMIN','PP','SC','Titular','2019 / 2027','21/12/1947','sen.esperidiaoamin@senado.leg.br','PBA6467');",PBA6467,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6446' from senador where nome = 'ESPERIDIÃO AMIN';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6447' from senador where nome = 'ESPERIDIÃO AMIN';",,,SENADO FEDERAL EDIFÍCIO PRINCIPAL   ,ALA DINARTE MARIZ GABINETE 04,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL EDIFÍCIO PRINCIPAL   ','ALA DINARTE MARIZ GABINETE 04');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Amaro Lucio Da Silva', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL EDIFÍCIO PRINCIPAL   ' and Localizacao.Complemento ='ALA DINARTE MARIZ GABINETE 04' and senador.nome = 'ESPERIDIÃO AMIN';"
FABIANO CONTARATO,REDE,ES,Titular,2019 / 2027,(61)3303-9049,,,,20/06/1966,sen.fabianocontarato@senado.leg.br,Lisandra Melo Barbiero,SENADO FEDERAL ANEXO 2   ALA AFONSO ARINOS GABINETE 06                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('FABIANO CONTARATO','REDE','ES','Titular','2019 / 2027','20/06/1966','sen.fabianocontarato@senado.leg.br','PBB8794');",PBB8794,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-9049' from senador where nome = 'FABIANO CONTARATO';",,,,SENADO FEDERAL ANEXO 1,13º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','13º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Lisandra Melo Barbiero', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='13º PAVIMENTO' and senador.nome = 'FABIANO CONTARATO';"
FERNANDO BEZERRA,MDB,PE,Titular,2015 / 2023,(61)3303-2182,(61)3303-2189,,,07/12/1957,sen.fernandobezerracoelho@senado.leg.br,Eduardo Pedroto De Almeida Magalhaes,SENADO FEDERAL EDIFÍCIO PRINCIPAL   ALA DINARTE MARIZ GABINETE 04                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('FERNANDO BEZERRA','MDB','PE','Titular','2015 / 2023','07/12/1957','sen.fernandobezerracoelho@senado.leg.br','PBA6478');",PBA6478,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2182' from senador where nome = 'FERNANDO BEZERRA';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2189' from senador where nome = 'FERNANDO BEZERRA';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 04,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 04');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Eduardo Pedroto De Almeida Magalhaes', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 04' and senador.nome = 'FERNANDO BEZERRA';"
FERNANDO COLLOR,PROS,AL,Titular,2015 / 2023,(61)3303-5783,(61)3303-5787,(61)3303-5789,,12/08/1949,Sen.fernandocollor@senado.leg.br,Joberto Mattos De Santanna,SENADO FEDERAL ANEXO 1  13º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('FERNANDO COLLOR','PROS','AL','Titular','2015 / 2023','12/08/1949','Sen.fernandocollor@senado.leg.br','PBB5181');",PBB5181,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-5783' from senador where nome = 'FERNANDO COLLOR';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-5787' from senador where nome = 'FERNANDO COLLOR';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-5789' from senador where nome = 'FERNANDO COLLOR';",,SENADO FEDERAL ANEXO 1,17º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','17º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Joberto Mattos De Santanna', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='17º PAVIMENTO' and senador.nome = 'FERNANDO COLLOR';"
FLÁVIO ARNS,REDE,PR,Titular,2019 / 2027,(61)3303-6301,,,,09/11/1950,sen.flavioarns@senado.leg.br,Aires Pereira Das Neves Junior,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 04                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('FLÁVIO ARNS','REDE','PR','Titular','2019 / 2027','09/11/1950','sen.flavioarns@senado.leg.br','PBB5156');",PBB5156,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6301' from senador where nome = 'FLÁVIO ARNS';",,,,SENADO FEDERAL ANEXO 2,ALA RUY CARNEIRO GABINETE 01,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA RUY CARNEIRO GABINETE 01');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Aires Pereira Das Neves Junior', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA RUY CARNEIRO GABINETE 01' and senador.nome = 'FLÁVIO ARNS';"
FLÁVIO BOLSONARO,PSL,RJ,Titular,2019 / 2027,(61)3303-1717,(61)3303-1718,,,30/04/1981,sen.flaviobolsonaro@senado.leg.br,Miguel Angelo Braga Grillo,SENADO FEDERAL ANEXO 1  17º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('FLÁVIO BOLSONARO','PSL','RJ','Titular','2019 / 2027','30/04/1981','sen.flaviobolsonaro@senado.leg.br','PBB5180');",PBB5180,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-1717' from senador where nome = 'FLÁVIO BOLSONARO';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-1718' from senador where nome = 'FLÁVIO BOLSONARO';",,,SENADO FEDERAL ANEXO 1,21º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','21º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Miguel Angelo Braga Grillo', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='21º PAVIMENTO' and senador.nome = 'FLÁVIO BOLSONARO';"
HUMBERTO COSTA,PT,PE,Titular,2019 / 2027,(61)3303-6285,(61)3303-6286,,,07/07/1957,sen.humbertocosta@senado.leg.br,Adilson Batista Bezerra,SENADO FEDERAL ANEXO 2   ALA RUY CARNEIRO GABINETE 01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('HUMBERTO COSTA','PT','PE','Titular','2019 / 2027','07/07/1957','sen.humbertocosta@senado.leg.br','PBA6473');",PBA6473,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6285' from senador where nome = 'HUMBERTO COSTA';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6286' from senador where nome = 'HUMBERTO COSTA';",,,SENADO FEDERAL ANEXO 1,11º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','11º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Adilson Batista Bezerra', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='11º PAVIMENTO' and senador.nome = 'HUMBERTO COSTA';"
IRAJÁ ABREU,PSD,TO,Titular,2019 / 2027,(61)3303-6469,(61)3303-6474,,,03/02/1983,sen.iraja@senado.leg.br,Vilmar Bomfim Ayres Da Fonseca,SENADO FEDERAL ANEXO 1  21º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('IRAJÁ ABREU','PSD','TO','Titular','2019 / 2027','03/02/1983','sen.iraja@senado.leg.br','PBB9994');",PBB9994,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6469' from senador where nome = 'IRAJÁ ABREU';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6474' from senador where nome = 'IRAJÁ ABREU';",,,SENADO FEDERAL ANEXO 1,2º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','2º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Vilmar Bomfim Ayres Da Fonseca', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='2º PAVIMENTO' and senador.nome = 'IRAJÁ ABREU';"
IZALCI LUCAS,PSDB,DF,Titular,2019 / 2027,(61)3303-6049,(61)3303-6050,,,07/04/1956,sen.izalcilucas@senado.leg.br,Renzo Viggiano,SENADO FEDERAL ANEXO 1  11º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('IZALCI LUCAS','PSDB','DF','Titular','2019 / 2027','07/04/1956','sen.izalcilucas@senado.leg.br','PBB8793');",PBB8793,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6049' from senador where nome = 'IZALCI LUCAS';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6050' from senador where nome = 'IZALCI LUCAS';",,,SENADO FEDERAL ANEXO 1,23º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','23º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Renzo Viggiano', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='23º PAVIMENTO' and senador.nome = 'IZALCI LUCAS';"
JADER BARBALHO,MDB,PA,Titular,2019 / 2027,(61)3303-9831,(61)3303-9827,(61)3303-9828,,27/10/1944,sen.jaderbarbalho@senado.leg.br,Leticia De Matos Pereira,SENADO FEDERAL ANEXO 1  2º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JADER BARBALHO','MDB','PA','Titular','2019 / 2027','27/10/1944','sen.jaderbarbalho@senado.leg.br','NULL');",NULL,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-9831' from senador where nome = 'JADER BARBALHO';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-9827' from senador where nome = 'JADER BARBALHO';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-9828' from senador where nome = 'JADER BARBALHO';",,SENADO FEDERAL ANEXO 1,4º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','4º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Leticia De Matos Pereira', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='4º PAVIMENTO' and senador.nome = 'JADER BARBALHO';"
JAQUES WAGNER,PT,BA,Titular,2019 / 2027,(61)3303-6390,(61)3303-6391,,,16/03/1951,sen.jaqueswagner@senado.leg.br,Anna Carolina Rabello De Lucena Castro,SENADO FEDERAL ANEXO 1  23º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JAQUES WAGNER','PT','BA','Titular','2019 / 2027','16/03/1951','sen.jaqueswagner@senado.leg.br','PBA6479');",PBA6479,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6390' from senador where nome = 'JAQUES WAGNER';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6391' from senador where nome = 'JAQUES WAGNER';",,,SENADO FEDERAL ANEXO 2,ALA AFONSO ARINOS GABINETE 09,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA AFONSO ARINOS GABINETE 09');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Anna Carolina Rabello De Lucena Castro', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA AFONSO ARINOS GABINETE 09' and senador.nome = 'JAQUES WAGNER';"
JARBAS VASCONCELOS,MDB,PE,Titular,2019 / 2027,(61)3303-3522,,,,23/08/1942,sen.jarbasvasconcelos@senado.leg.br,Aristeu De Oliveira Plácido Junior,SENADO FEDERAL ANEXO 1  4º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JARBAS VASCONCELOS','MDB','PE','Titular','2019 / 2027','23/08/1942','sen.jarbasvasconcelos@senado.leg.br','PBB8791');",PBB8791,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-3522' from senador where nome = 'JARBAS VASCONCELOS';",,,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 03,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 03');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Aristeu De Oliveira Plácido Junior', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 03' and senador.nome = 'JARBAS VASCONCELOS';"
JAYME CAMPOS,DEM,MT,Titular,2019 / 2027,(61)3303-2390,(61)3303-2384,,,13/09/1951,Sen.JaymeCampos@senado.leg.br,-,SENADO FEDERAL ANEXO 2   ALA AFONSO ARINOS GABINETE 09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JAYME CAMPOS','DEM','MT','Titular','2019 / 2027','13/09/1951','Sen.JaymeCampos@senado.leg.br','PBB5177');",PBB5177,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2390' from senador where nome = 'JAYME CAMPOS';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2384' from senador where nome = 'JAYME CAMPOS';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 16,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 16');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select '-', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 16' and senador.nome = 'JAYME CAMPOS';"
JEAN PAUL PRATES,PT,RN,1º Suplente,2015 / 2023,(61)3303-1777,(61)3303-1884,,,19/06/1968,sen.jeanpaulprates@senado.leg.br,Maria De Jesus Amorim Farias,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JEAN PAUL PRATES','PT','RN','1º Suplente','2015 / 2023','19/06/1968','sen.jeanpaulprates@senado.leg.br','PBB5168');",PBB5168,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-1777' from senador where nome = 'JEAN PAUL PRATES';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-1884' from senador where nome = 'JEAN PAUL PRATES';",,,SENADO FEDERAL ANEXO 2,ALA TANCREDO NEVES GABINETE 50,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TANCREDO NEVES GABINETE 50');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Maria De Jesus Amorim Farias', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TANCREDO NEVES GABINETE 50' and senador.nome = 'JEAN PAUL PRATES';"
JORGE KAJURU,CIDADANIA,GO,Titular,2019 / 2027,(61)3303-2844,(61)3303-2031,,,20/01/1961,sen.jorgekajuru@senado.leg.br,Murilo De Souza Arrais,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JORGE KAJURU','CIDADANIA','GO','Titular','2019 / 2027','20/01/1961','sen.jorgekajuru@senado.leg.br','NULL');",NULL,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2844' from senador where nome = 'JORGE KAJURU';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2031' from senador where nome = 'JORGE KAJURU';",,,SENADO FEDERAL ANEXO 1,7º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','7º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Murilo De Souza Arrais', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='7º PAVIMENTO' and senador.nome = 'JORGE KAJURU';"
JORGINHO MELLO,PL,SC,Titular,2019 / 2027,(61)3303-2200,,,,15/07/1956,sen.jorginhomello@senado.leg.br,Paulo Victor Da Silva De Medeiros,SENADO FEDERAL ANEXO 2   ALA TANCREDO NEVES GABINETE 50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JORGINHO MELLO','PL','SC','Titular','2019 / 2027','15/07/1956','sen.jorginhomello@senado.leg.br','PBB5179');",PBB5179,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2200' from senador where nome = 'JORGINHO MELLO';",,,,SENADO FEDERAL EDIFÍCIO PRINCIPAL  ,ALA DINARTE MARIZ GABINETE 02,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL EDIFÍCIO PRINCIPAL  ','ALA DINARTE MARIZ GABINETE 02');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Paulo Victor Da Silva De Medeiros', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL EDIFÍCIO PRINCIPAL  ' and Localizacao.Complemento ='ALA DINARTE MARIZ GABINETE 02' and senador.nome = 'JORGINHO MELLO';"
JOSÉ MARANHÃO,MDB,PB,Titular,2015 / 2023,(61)3303-6490,(61)3303-6485,(61)3303-6493,,06/09/1933,sen.josemaranhao@senado.leg.br,Ranilton Monteiro Neves,SENADO FEDERAL ANEXO 1  7º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JOSÉ MARANHÃO','MDB','PB','Titular','2015 / 2023','06/09/1933','sen.josemaranhao@senado.leg.br','PBB8783');",PBB8783,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6490' from senador where nome = 'JOSÉ MARANHÃO';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6485' from senador where nome = 'JOSÉ MARANHÃO';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6493' from senador where nome = 'JOSÉ MARANHÃO';",,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 15,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 15');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Ranilton Monteiro Neves', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 15' and senador.nome = 'JOSÉ MARANHÃO';"
JOSÉ SERRA,PSDB,SP,Titular,2015 / 2023,(61)3303-6651,(61)3303-6655,(61)3303-6659,,19/03/1942,sen.joseserra@senado.leg.br,Sergio Balaban,SENADO FEDERAL EDIFÍCIO PRINCIPAL   ALA DINARTE MARIZ GABINETE 02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('JOSÉ SERRA','PSDB','SP','Titular','2015 / 2023','19/03/1942','sen.joseserra@senado.leg.br','PBC0011');",PBC0011,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6651' from senador where nome = 'JOSÉ SERRA';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6655' from senador where nome = 'JOSÉ SERRA';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6659' from senador where nome = 'JOSÉ SERRA';",,SENADO FEDERAL ANEXO 1,6º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','6º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Sergio Balaban', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='6º PAVIMENTO' and senador.nome = 'JOSÉ SERRA';"
SELMA ARRUDA,PODEMOS,MT,Titular,2019 / 2027,(61)3303-6408,,,,20/01/1963,sen.selmaarruda@senado.leg.br,Clérie Fabiana Mendes,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('SELMA ARRUDA','PODEMOS','MT','Titular','2019 / 2027','20/01/1963','sen.selmaarruda@senado.leg.br','PBB5160');",PBB5160,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6408' from senador where nome = 'SELMA ARRUDA';",,,,SENADO FEDERAL ANEXO 2,ALA ALEXANDRE COSTA SUBSOLO  GABINETE 03,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA ALEXANDRE COSTA SUBSOLO  GABINETE 03');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Clérie Fabiana Mendes', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA ALEXANDRE COSTA SUBSOLO  GABINETE 03' and senador.nome = 'SELMA ARRUDA';"
KÁTIA ABREU,PDT,TO,Titular,2015 / 2023,(61)3303-2464,(61)3303-2708,(61)3303-2990,,02/02/1962,sen.katiaabreu@senado.leg.br,Glauceni Nunes De Souza Hoffmann,SENADO FEDERAL ANEXO 1  6º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('KÁTIA ABREU','PDT','TO','Titular','2015 / 2023','02/02/1962','sen.katiaabreu@senado.leg.br','PBB5173');",PBB5173,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2464' from senador where nome = 'KÁTIA ABREU';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2708' from senador where nome = 'KÁTIA ABREU';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2990' from senador where nome = 'KÁTIA ABREU';",,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 11,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 11');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Glauceni Nunes De Souza Hoffmann', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 11' and senador.nome = 'KÁTIA ABREU';"
